customer_id,driver_age,region,tenure_years,prior_claims
C104319,40,Vancouver,4.0,0
C104320,42,Halifax,9.1,0
C104321,27,Toronto,0.4,0
C104322,28,Montreal,4.2,2
C104323,54,Toronto,6.3,0
C104324,36,Toronto,3.5,1
C104325,45,Halifax,5.4,0
C104326,53,Calgary,1.5,0
C104327,40,Toronto,8.7,0
C104328,51,Montreal,0.6,0
C104329,42,Toronto,10.7,0
C104330,43,Calgary,2.9,1
C104331,65,Montreal,2.5,0
C104332,39,Halifax,1.6,0
C104333,54,Toronto,10.1,1
C104334,26,Montreal,12.4,0
C104335,44,Halifax,3.7,1
C104336,72,Halifax,2.0,0
C104337,90,Montreal,11.6,0
C104338,26,Vancouver,0.2,0
C104339,36,Halifax,0.6,0
C104340,30,Calgary,3.8,0
C104341,39,Vancouver,4.1,1
C104342,58,Calgary,9.2,0
C104343,66,Halifax,2.0,0
C104344,67,Vancouver,9.9,1
C104345,26,Toronto,4.2,1
C104346,42,Montreal,2.6,0
C104347,33,Calgary,2.5,1
C104348,39,Vancouver,0.6,1
C104349,35,Montreal,3.9,0
C104350,26,Calgary,13.0,1
C104351,66,Montreal,0.1,0
C104352,32,Halifax,2.0,0
C104353,34,Montreal,4.9,0
C104354,73,Calgary,4.0,0
C104355,25,Vancouver,8.0,0
C104356,49,Toronto,4.8,1
C104357,61,Montreal,3.9,0
C104358,70,Toronto,7.4,0
C104359,47,Ottawa,4.1,1
C104360,54,Calgary,0.9,0
C104361,61,Toronto,4.7,0
C104362,40,Vancouver,4.3,0
C104363,30,Halifax,11.0,0
C104364,75,Montreal,1.2,0
C104365,52,Halifax,9.3,0
C104366,42,Toronto,10.1,1
C104367,26,Toronto,1.3,0
C104368,21,Vancouver,1.6,0
C104369,48,Toronto,0.7,1
C104370,21,Ottawa,13.0,0
C104371,42,Calgary,5.0,1
C104372,32,Calgary,5.2,1
C104373,35,Calgary,2.8,0
C104374,67,Calgary,0.8,0
C104375,32,Calgary,7.3,0
C104376,43,Calgary,12.4,0
C104377,32,Ottawa,1.5,0
C104378,47,Vancouver,12.9,0
C104379,44,Montreal,2.2,2
C104380,42,Montreal,0.6,0
C104381,61,Montreal,1.2,1
C104382,25,Montreal,5.6,0
C104383,23,Montreal,11.6,1
C104384,28,Montreal,1.9,0
C104385,44,Toronto,3.1,1
C104386,50,Ottawa,0.9,1
C104387,19,Calgary,9.7,0
C104388,49,Montreal,8.9,1
C104389,81,Halifax,1.0,1
C104390,37,Halifax,6.8,0
C104391,76,Ottawa,13.7,1
C104392,48,Toronto,9.1,1
C104393,72,Montreal,4.2,1
C104394,66,Montreal,4.7,1
C104395,37,Calgary,2.5,0
C104396,58,Vancouver,6.9,0
C104397,37,Calgary,9.9,1
C104398,80,Ottawa,6.5,0
C104399,38,Halifax,2.2,0
C104400,51,Vancouver,0.9,0
C104401,87,Halifax,0.9,0
C104402,52,Ottawa,17.6,0
C104403,35,Montreal,9.4,2
C104404,27,Ottawa,1.7,0
C104405,25,Toronto,0.7,1
C104406,49,Toronto,2.8,0
C104407,40,Halifax,3.2,0
C104408,28,Montreal,4.9,0
C104409,55,Montreal,1.0,0
C104410,55,Halifax,10.2,0
C104411,40,Montreal,5.7,1
C104412,73,Toronto,7.0,0
C104413,24,Toronto,10.0,0
C104414,36,Vancouver,7.6,1
C104415,51,Toronto,1.7,0
C104416,29,Toronto,0.1,1
C104417,57,Ottawa,0.5,0
C104418,65,Montreal,10.5,0
C104419,20,Vancouver,1.3,0
C104420,74,Toronto,2.0,0
C104421,50,Vancouver,0.3,1
C104422,34,Vancouver,6.6,0
C104423,25,Montreal,0.2,1
C104424,61,Montreal,2.1,1
C104425,27,Montreal,2.5,0
C104426,50,Toronto,3.3,0
C104427,28,Toronto,4.8,2
C104428,41,Vancouver,1.5,1
C104429,59,Toronto,8.0,1
C104430,34,Toronto,2.9,0
C104431,74,Toronto,1.5,0
C104432,52,Ottawa,2.4,0
C104433,29,Montreal,12.1,0
C104434,26,Vancouver,16.0,0
C104435,31,Vancouver,7.8,0
C104436,41,Montreal,21.3,0
C104437,77,Montreal,0.3,0
C104438,84,Montreal,0.5,0
C104439,34,Vancouver,1.3,0
C104440,34,Montreal,1.6,0
C104441,55,Toronto,10.4,0
C104442,55,Halifax,1.7,1
C104443,69,Calgary,7.2,0
C104444,70,Toronto,1.4,0
C104445,30,Halifax,0.2,0
C104446,25,Toronto,0.4,0
C104447,52,Toronto,0.9,0
C104448,45,Toronto,2.2,0
C104449,22,Halifax,4.1,2
C104450,25,Toronto,3.2,1
C104451,51,Ottawa,2.0,0
C104452,39,Calgary,4.6,1
C104453,52,Vancouver,1.6,1
C104454,28,Montreal,7.4,0
C104455,53,Toronto,0.2,0
C104456,47,Calgary,0.5,0
C104457,55,Montreal,3.9,0
C104458,35,Vancouver,2.2,1
C104459,32,Toronto,3.7,0
C104460,25,Ottawa,15.6,0
C104461,37,Calgary,17.9,0
C104462,63,Vancouver,1.2,0
C104463,71,Vancouver,4.2,0
C104464,27,Montreal,1.7,0
C104465,41,Montreal,9.8,0
C104466,78,Toronto,0.1,0
C104467,83,Calgary,6.4,0
C104468,36,Toronto,9.7,2
C104469,66,Toronto,2.7,0
C104470,61,Toronto,6.6,0
C104471,59,Toronto,0.9,0
C104472,24,Vancouver,10.0,1
C104473,33,Calgary,9.3,1
C104474,39,Montreal,0.5,2
C104475,39,Montreal,1.0,0
C104476,41,Vancouver,5.7,0
C104477,87,Vancouver,12.2,0
C104478,37,Ottawa,0.4,0
C104479,48,Ottawa,2.2,0
C104480,47,Ottawa,6.4,0
C104481,41,Ottawa,2.1,1
C104482,28,Ottawa,2.5,1
C104483,43,Vancouver,4.9,1
C104484,22,Vancouver,0.7,0
C104485,50,Calgary,0.9,1
C104486,21,Toronto,3.2,1
C104487,48,Montreal,0.7,0
C104488,33,Halifax,1.6,0
C104489,29,Vancouver,1.3,0
C104490,56,Toronto,3.6,0
C104491,35,Montreal,4.3,0
C104492,42,Toronto,3.1,1
C104493,24,Montreal,1.5,0
C104494,74,Vancouver,4.9,0
C104495,44,Vancouver,6.2,0
C104496,44,Vancouver,1.5,0
C104497,67,Toronto,1.2,0
C104498,51,Montreal,7.4,1
C104499,20,Toronto,0.4,0
C104500,77,Montreal,0.5,2
C104501,36,Calgary,3.4,1
C104502,75,Toronto,10.7,1
C104503,36,Halifax,7.1,0
C104504,33,Vancouver,7.1,0
C104505,49,Toronto,3.3,0
C104506,90,Montreal,4.9,0
C104507,66,Toronto,4.2,0
C104508,51,Toronto,4.0,1
C104509,49,Halifax,14.7,0
C104510,43,Calgary,11.4,0
C104511,73,Ottawa,0.8,1
C104512,56,Vancouver,4.0,0
C104513,25,Halifax,8.1,0
C104514,29,Halifax,0.5,0
C104515,52,Toronto,2.8,0
C104516,28,Toronto,4.0,0
C104517,43,Montreal,0.3,0
C104518,59,Montreal,0.8,0
C104519,49,Vancouver,3.5,1
C104520,26,Montreal,2.1,0
C104521,30,Ottawa,4.9,0
C104522,50,Toronto,2.8,0
C104523,90,Ottawa,16.0,0
C104524,40,Montreal,4.1,0
C104525,59,Toronto,1.0,0
C104526,49,Ottawa,5.5,1
C104527,33,Montreal,0.8,0
C104528,60,Calgary,3.4,0
C104529,24,Ottawa,6.6,0
C104530,58,Toronto,1.3,0
C104531,51,Montreal,5.9,1
C104532,34,Toronto,1.5,0
C104533,28,Toronto,2.2,0
C104534,35,Halifax,18.4,1
C104535,32,Ottawa,2.5,1
C104536,38,Montreal,5.8,0
C104537,36,Calgary,1.4,0
C104538,34,Halifax,1.6,0
C104539,24,Toronto,3.8,1
C104540,27,Toronto,1.5,0
C104541,64,Ottawa,0.3,2
C104542,34,Calgary,1.0,0
C104543,38,Toronto,7.3,0
C104544,35,Vancouver,5.5,1
C104545,74,Toronto,4.1,0
C104546,32,Vancouver,4.2,0
C104547,31,Calgary,3.0,1
C104548,51,Montreal,16.3,0
C104549,45,Ottawa,3.1,1
C104550,52,Montreal,8.9,0
C104551,50,Calgary,3.3,0
C104552,60,Vancouver,6.8,1
C104553,26,Montreal,4.2,1
C104554,49,Montreal,7.2,0
C104555,31,Toronto,9.3,0
C104556,22,Calgary,3.5,0
C104557,50,Calgary,4.4,0
C104558,49,Montreal,1.5,1
C104559,41,Halifax,2.2,0
C104560,61,Ottawa,33.1,0
C104561,31,Toronto,5.1,0
C104562,54,Toronto,0.1,1
C104563,39,Vancouver,0.2,2
C104564,40,Toronto,6.6,1
C104565,23,Halifax,1.0,0
C104566,61,Vancouver,3.1,0
C104567,48,Toronto,10.2,2
C104568,53,Montreal,3.9,0
C104569,30,Toronto,11.0,0
C104570,46,Vancouver,15.4,0
C104571,39,Toronto,0.5,1
C104572,49,Ottawa,5.6,0
C104573,45,Calgary,3.2,0
C104574,81,Halifax,3.4,0
C104575,69,Toronto,2.3,1
C104576,37,Montreal,6.3,0
C104577,50,Ottawa,8.6,0
C104578,36,Montreal,0.6,0
C104579,60,Montreal,8.3,2
C104580,40,Halifax,0.1,0
C104581,35,Ottawa,1.7,0
C104582,46,Ottawa,6.6,1
C104583,67,Montreal,2.3,0
C104584,62,Vancouver,6.7,1
C104585,35,Montreal,22.8,0
C104586,77,Montreal,5.4,0
C104587,30,Toronto,1.8,0
C104588,33,Ottawa,1.9,0
C104589,59,Montreal,4.3,0
C104590,22,Vancouver,4.6,1
C104591,42,Ottawa,0.6,1
C104592,37,Ottawa,2.3,0
C104593,79,Toronto,1.1,0
C104594,28,Vancouver,1.1,0
C104595,29,Vancouver,10.0,1
C104596,85,Montreal,3.0,0
C104597,37,Toronto,6.8,1
C104598,66,Vancouver,1.6,0
C104599,35,Ottawa,8.8,0
C104600,33,Halifax,1.8,0
C104601,67,Montreal,3.4,1
C104602,90,Montreal,4.3,1
C104603,69,Toronto,17.8,0
C104604,35,Halifax,1.2,0
C104605,41,Ottawa,8.3,0
C104606,30,Halifax,7.0,0
C104607,31,Vancouver,0.5,1
C104608,31,Toronto,4.1,0
C104609,36,Vancouver,2.0,0
C104610,44,Montreal,0.3,0
C104611,42,Montreal,7.7,0
C104612,55,Toronto,9.6,1
C104613,45,Toronto,0.4,0
C104614,53,Montreal,2.0,0
C104615,57,Halifax,0.5,0
C104616,35,Calgary,3.7,0
C104617,39,Ottawa,1.8,1
C104618,90,Toronto,0.6,0
C104619,34,Calgary,3.8,1
C104620,54,Montreal,5.8,0
C104621,27,Toronto,2.6,0
C104622,57,Montreal,8.8,0
C104623,32,Toronto,0.5,1
C104624,43,Ottawa,0.4,0
C104625,26,Ottawa,0.9,0
C104626,41,Montreal,0.3,0
C104627,41,Vancouver,1.3,0
C104628,39,Montreal,0.0,0
C104629,50,Toronto,7.9,0
C104630,65,Calgary,1.0,1
C104631,29,Ottawa,0.0,0
C104632,39,Ottawa,10.8,1
C104633,26,Toronto,1.0,0
C104634,23,Vancouver,0.8,1
C104635,45,Toronto,6.1,2
C104636,29,Toronto,0.8,0
C104637,42,Toronto,3.1,0
C104638,45,Toronto,5.6,0
C104639,24,Montreal,2.2,0
C104640,48,Montreal,1.3,1
C104641,63,Calgary,6.5,0
C104642,52,Montreal,3.0,0
C104643,30,Toronto,12.0,0
C104644,41,Halifax,0.7,0
C104645,43,Ottawa,3.3,1
C104646,39,Toronto,4.0,0
C104647,26,Montreal,6.6,0
C104648,31,Toronto,0.3,0
C104649,38,Halifax,3.7,0
C104650,45,Montreal,4.1,0
C104651,34,Toronto,0.7,0
C104652,23,Calgary,0.1,0
C104653,34,Calgary,0.3,0
C104654,81,Toronto,1.5,1
C104655,48,Montreal,15.2,0
C104656,44,Montreal,0.8,0
C104657,31,Montreal,20.6,0
C104658,35,Montreal,13.7,0
C104659,22,Ottawa,7.6,0
C104660,30,Calgary,3.5,1
C104661,47,Calgary,14.4,0
C104662,45,Calgary,13.6,0
C104663,33,Vancouver,13.9,0
C104664,39,Montreal,8.5,0
C104665,42,Calgary,4.8,1
C104666,33,Toronto,2.3,1
C104667,49,Toronto,3.0,0
C104668,44,Toronto,1.0,0
C104669,35,Calgary,0.9,0
C104670,27,Vancouver,2.0,0
C104671,35,Montreal,6.3,2
C104672,34,Montreal,2.2,1
C104673,33,Ottawa,8.8,1
C104674,24,Toronto,0.6,1
C104675,71,Montreal,0.6,0
C104676,69,Ottawa,7.8,1
C104677,39,Calgary,1.6,0
C104678,45,Montreal,0.6,0
C104679,49,Toronto,0.9,1
C104680,39,Halifax,4.2,0
C104681,46,Montreal,0.2,0
C104682,52,Ottawa,2.2,1
C104683,44,Ottawa,2.0,0
C104684,55,Ottawa,0.1,0
C104685,32,Toronto,0.1,0
C104686,41,Montreal,0.4,0
C104687,90,Toronto,2.4,0
C104688,61,Montreal,3.6,1
C104689,44,Montreal,3.0,0
C104690,29,Montreal,21.1,0
C104691,42,Montreal,2.6,0
C104692,59,Vancouver,3.2,0
C104693,54,Montreal,11.8,0
C104694,23,Montreal,9.9,0
C104695,24,Montreal,4.2,0
C104696,25,Calgary,1.2,0
C104697,49,Toronto,3.0,0
C104698,25,Calgary,4.4,0
C104699,29,Montreal,6.0,0
C104700,39,Vancouver,2.3,0
C104701,63,Ottawa,1.6,0
C104702,50,Vancouver,13.4,0
C104703,37,Calgary,4.1,0
C104704,56,Halifax,1.6,0
C104705,90,Toronto,0.2,1
C104706,42,Montreal,18.2,1
C104707,26,Halifax,1.0,0
C104708,29,Ottawa,1.2,0
C104709,29,Vancouver,2.9,0
C104710,31,Toronto,0.2,0
C104711,36,Montreal,1.6,0
C104712,45,Ottawa,20.6,1
C104713,25,Calgary,3.8,1
C104714,27,Montreal,1.6,0
C104715,51,Toronto,2.3,1
C104716,34,Ottawa,0.9,0
C104717,30,Vancouver,4.4,0
C104718,37,Halifax,1.4,0
C104719,68,Montreal,10.1,0
C104720,54,Montreal,6.3,0
C104721,53,Montreal,0.6,1
C104722,79,Vancouver,10.5,0
C104723,46,Montreal,0.0,0
C104724,83,Toronto,16.5,1
C104725,86,Montreal,5.6,1
C104726,26,Toronto,1.0,0
C104727,24,Ottawa,24.6,0
C104728,29,Toronto,0.0,0
C104729,65,Montreal,3.8,0
C104730,38,Calgary,1.8,1
C104731,36,Toronto,7.8,1
C104732,57,Vancouver,2.6,0
C104733,33,Ottawa,1.8,0
C104734,44,Vancouver,7.5,0
C104735,51,Vancouver,5.4,0
C104736,29,Ottawa,4.1,1
C104737,27,Halifax,10.1,1
C104738,42,Ottawa,4.5,0
C104739,44,Montreal,5.0,0
C104740,55,Vancouver,2.8,0
C104741,28,Vancouver,9.3,0
C104742,32,Montreal,0.2,0
C104743,85,Montreal,3.4,0
C104744,60,Ottawa,7.3,0
C104745,39,Montreal,1.4,0
C104746,65,Halifax,5.8,1
C104747,28,Halifax,6.1,0
C104748,37,Montreal,2.2,1
C104749,44,Toronto,1.3,2
C104750,36,Halifax,6.8,0
C104751,36,Toronto,0.1,1
C104752,54,Ottawa,13.1,0
C104753,61,Toronto,0.1,0
C104754,35,Toronto,1.5,0
C104755,26,Montreal,3.6,0
C104756,25,Montreal,1.5,1
C104757,22,Halifax,0.7,0
C104758,79,Toronto,1.0,0
C104759,54,Toronto,0.0,0
C104760,49,Calgary,4.3,1
C104761,33,Halifax,4.9,0
C104762,33,Montreal,1.4,0
C104763,62,Ottawa,0.4,1
C104764,24,Toronto,2.1,0
C104765,35,Ottawa,4.3,0
C104766,66,Calgary,1.1,0
C104767,35,Halifax,1.5,2
C104768,53,Vancouver,7.4,0
C104769,40,Halifax,0.3,1
C104770,20,Montreal,7.2,1
C104771,39,Calgary,6.5,0
C104772,42,Calgary,6.7,0
C104773,38,Montreal,0.5,0
C104774,27,Halifax,3.4,0
C104775,38,Ottawa,4.8,0
C104776,22,Ottawa,5.9,2
C104777,35,Montreal,6.6,0
C104778,54,Ottawa,11.7,0
C104779,77,Montreal,4.2,0
C104780,71,Halifax,4.9,1
C104781,28,Toronto,0.3,1
C104782,25,Vancouver,3.2,0
C104783,44,Toronto,3.0,1
C104784,41,Calgary,1.9,0
C104785,51,Montreal,6.4,0
C104786,32,Ottawa,3.0,0
C104787,41,Ottawa,1.6,0
C104788,41,Montreal,1.7,0
C104789,35,Ottawa,12.0,1
C104790,23,Calgary,11.7,0
C104791,54,Montreal,4.6,0
C104792,44,Montreal,10.4,1
C104793,56,Toronto,10.2,0
C104794,62,Toronto,3.4,0
C104795,39,Vancouver,0.7,0
C104796,54,Vancouver,7.1,0
C104797,77,Montreal,8.8,1
C104798,89,Halifax,2.2,0
C104799,46,Toronto,15.7,0
C104800,47,Ottawa,9.2,0
C104801,45,Ottawa,3.5,0
C104802,50,Calgary,1.6,0
C104803,60,Vancouver,7.3,0
C104804,45,Toronto,6.5,0
C104805,87,Ottawa,15.9,0
C104806,81,Calgary,0.2,0
C104807,42,Ottawa,1.5,1
C104808,42,Toronto,0.8,1
C104809,34,Vancouver,4.5,0
C104810,51,Montreal,6.1,0
C104811,36,Vancouver,10.5,0
C104812,34,Calgary,12.3,0
C104813,51,Toronto,0.4,0
C104814,28,Toronto,7.9,0
C104815,61,Toronto,5.6,0
C104816,52,Toronto,2.9,0
C104817,79,Toronto,23.5,1
C104818,46,Toronto,0.1,2
C104819,55,Montreal,5.0,0
C104820,20,Calgary,0.6,3
C104821,58,Ottawa,3.0,0
C104822,68,Montreal,5.3,0
C104823,44,Toronto,8.1,0
C104824,34,Calgary,1.1,0
C104825,46,Montreal,2.0,1
C104826,61,Toronto,0.4,1
C104827,64,Montreal,0.4,1
C104828,24,Halifax,0.8,1
C104829,90,Montreal,0.3,0
C104830,34,Halifax,6.5,1
C104831,56,Toronto,0.9,0
C104832,72,Toronto,4.5,0
C104833,40,Toronto,8.6,2
C104834,66,Ottawa,0.0,0
C104835,24,Vancouver,5.5,0
C104836,67,Vancouver,2.6,0
C104837,63,Halifax,1.9,0
C104838,49,Vancouver,2.9,0
C104839,61,Toronto,3.8,0
C104840,82,Calgary,5.6,2
C104841,73,Toronto,0.7,0
C104842,41,Vancouver,8.4,0
C104843,46,Ottawa,5.6,0
C104844,39,Montreal,2.5,0
C104845,37,Montreal,0.2,0
C104846,58,Vancouver,4.1,0
C104847,38,Toronto,5.0,1
C104848,58,Montreal,3.9,1
C104849,40,Vancouver,0.5,0
C104850,43,Toronto,0.7,0
C104851,31,Toronto,15.6,1
C104852,58,Vancouver,11.7,0
C104853,23,Montreal,7.5,1
C104854,68,Montreal,12.7,0
C104855,90,Halifax,4.4,0
C104856,43,Toronto,3.5,1
C104857,43,Toronto,6.8,0
C104858,25,Ottawa,2.5,1
C104859,35,Toronto,2.2,0
C104860,61,Halifax,0.3,0
C104861,65,Calgary,6.3,0
C104862,45,Vancouver,0.6,0
C104863,60,Montreal,2.8,0
C104864,31,Montreal,9.3,0
C104865,50,Ottawa,0.7,0
C104866,76,Toronto,4.4,0
C104867,54,Ottawa,6.6,0
C104868,81,Ottawa,5.5,1
C104869,82,Calgary,22.5,2
C104870,51,Toronto,2.5,0
C104871,19,Calgary,2.2,1
C104872,65,Calgary,6.7,1
C104873,27,Toronto,1.4,1
C104874,20,Halifax,4.3,0
C104875,22,Toronto,1.3,1
C104876,67,Halifax,8.6,0
C104877,51,Toronto,3.4,0
C104878,46,Toronto,6.6,1
C104879,53,Calgary,0.4,0
C104880,23,Toronto,21.9,0
C104881,39,Toronto,3.7,0
C104882,33,Toronto,2.3,0
C104883,45,Ottawa,16.5,0
C104884,45,Toronto,1.1,0
C104885,52,Vancouver,2.6,0
C104886,56,Vancouver,2.6,0
C104887,23,Vancouver,3.6,0
C104888,39,Montreal,6.9,1
C104889,42,Montreal,4.1,0
C104890,27,Halifax,2.2,1
C104891,26,Ottawa,1.3,0
C104892,23,Halifax,16.7,0
C104893,25,Calgary,30.4,0
C104894,59,Ottawa,1.9,0
C104895,24,Halifax,1.4,1
C104896,25,Montreal,20.7,0
C104897,44,Halifax,18.9,0
C104898,50,Toronto,2.5,0
C104899,42,Toronto,2.8,0
C104900,28,Vancouver,2.3,0
C104901,26,Montreal,16.4,0
C104902,43,Montreal,6.7,0
C104903,40,Vancouver,3.8,0
C104904,36,Vancouver,0.6,0
C104905,58,Ottawa,2.7,0
C104906,39,Montreal,0.1,0
C104907,26,Montreal,0.9,0
C104908,36,Calgary,1.0,0
C104909,52,Calgary,3.3,0
C104910,38,Ottawa,0.5,0
C104911,52,Montreal,1.1,0
C104912,56,Toronto,1.8,1
C104913,39,Halifax,1.9,0
C104914,42,Toronto,0.5,0
C104915,37,Calgary,8.5,0
C104916,52,Montreal,8.3,0
C104917,37,Montreal,11.0,1
C104918,50,Ottawa,7.7,0
C104919,45,Montreal,0.5,1
C104920,22,Toronto,4.7,0
C104921,51,Calgary,9.1,2
C104922,44,Toronto,1.1,0
C104923,69,Montreal,7.1,0
C104924,27,Vancouver,1.3,0
C104925,46,Montreal,19.5,1
C104926,35,Vancouver,9.9,0
C104927,23,Montreal,9.9,0
C104928,22,Montreal,3.6,0
C104929,76,Montreal,4.1,0
C104930,46,Halifax,4.7,0
C104931,38,Toronto,1.6,0
C104932,24,Halifax,0.9,0
C104933,73,Montreal,27.4,1
C104934,32,Montreal,1.5,1
C104935,47,Calgary,0.5,1
C104936,43,Montreal,4.3,0
C104937,90,Vancouver,5.0,1
C104938,41,Halifax,3.9,0
C104939,34,Ottawa,0.7,1
C104940,46,Vancouver,7.2,1
C104941,48,Calgary,1.4,2
C104942,90,Montreal,1.2,0
C104943,41,Ottawa,7.6,0
C104944,27,Toronto,6.0,0
C104945,36,Toronto,1.9,0
C104946,46,Vancouver,1.9,0
C104947,50,Toronto,2.3,0
C104948,24,Calgary,4.1,1
C104949,35,Toronto,2.1,0
C104950,87,Toronto,2.5,0
C104951,30,Calgary,1.4,1
C104952,59,Vancouver,5.4,1
C104953,37,Halifax,0.3,0
C104954,42,Toronto,0.2,0
C104955,25,Toronto,0.5,0
C104956,38,Toronto,2.0,0
C104957,46,Montreal,5.2,0
C104958,41,Toronto,1.1,0
C104959,39,Ottawa,11.9,0
C104960,52,Toronto,3.4,0
C104961,26,Halifax,0.7,0
C104962,47,Vancouver,1.9,0
C104963,21,Calgary,5.9,0
C104964,66,Toronto,1.3,1
C104965,39,Toronto,0.0,0
C104966,57,Montreal,0.3,2
C104967,19,Vancouver,6.5,2
C104968,54,Vancouver,0.6,0
C104969,31,Montreal,10.2,0
C104970,42,Montreal,14.2,1
C104971,54,Halifax,1.2,1
C104972,40,Montreal,2.7,0
C104973,51,Toronto,0.1,1
C104974,37,Montreal,4.7,0
C104975,69,Montreal,10.5,1
C104976,39,Montreal,1.9,2
C104977,40,Vancouver,3.6,0
C104978,40,Vancouver,0.9,0
C104979,41,Calgary,7.9,0
C104980,27,Toronto,2.9,0
C104981,29,Toronto,11.4,0
C104982,61,Ottawa,5.3,0
C104983,57,Toronto,3.4,0
C104984,56,Montreal,6.6,0
C104985,49,Montreal,6.6,0
C104986,34,Calgary,0.5,0
C104987,33,Toronto,2.3,0
C104988,41,Halifax,0.8,0
C104989,65,Montreal,5.3,0
C104990,45,Halifax,0.5,1
C104991,29,Montreal,2.0,1
C104992,25,Calgary,6.5,0
C104993,58,Montreal,1.3,0
C104994,74,Ottawa,9.0,1
C104995,24,Montreal,3.1,1
C104996,59,Ottawa,1.5,0
C104997,49,Calgary,1.6,1
C104998,31,Vancouver,5.8,0
C104999,45,Toronto,2.2,0
C105000,28,Toronto,23.5,1
C105001,38,Halifax,1.5,0
C105002,42,Halifax,0.9,0
C105003,68,Toronto,6.1,0
C105004,37,Toronto,8.5,0
C105005,32,Toronto,2.7,0
C105006,47,Toronto,0.5,0
C105007,52,Montreal,2.8,0
C105008,32,Ottawa,0.0,0
C105009,29,Toronto,5.8,0
C105010,29,Halifax,15.5,0
C105011,68,Halifax,0.4,0
C105012,51,Montreal,2.6,0
C105013,37,Montreal,9.1,0
C105014,63,Vancouver,0.1,1
C105015,32,Toronto,12.2,1
C105016,40,Calgary,13.0,1
C105017,27,Vancouver,0.3,0
C105018,62,Toronto,0.9,0
C105019,31,Halifax,35.0,1
C105020,31,Montreal,10.7,1
C105021,48,Toronto,8.1,0
C105022,21,Halifax,3.5,1
C105023,26,Toronto,12.1,0
C105024,55,Toronto,2.5,0
C105025,29,Toronto,5.6,0
C105026,90,Montreal,2.7,0
C105027,44,Montreal,0.5,2
C105028,23,Calgary,0.6,2
C105029,20,Montreal,3.8,1
C105030,76,Vancouver,4.8,1
C105031,44,Toronto,17.8,0
C105032,38,Montreal,3.5,0
C105033,44,Halifax,10.0,0
C105034,23,Ottawa,0.6,0
C105035,41,Calgary,7.5,0
C105036,30,Montreal,7.3,0
C105037,40,Vancouver,0.2,0
C105038,35,Ottawa,1.9,1
C105039,43,Halifax,2.6,0
C105040,37,Calgary,1.3,0
C105041,34,Montreal,0.8,1
C105042,29,Toronto,7.0,0
C105043,23,Toronto,0.5,0
C105044,22,Toronto,1.6,0
C105045,26,Montreal,0.4,1
C105046,53,Toronto,0.0,0
C105047,28,Montreal,0.9,0
C105048,32,Vancouver,5.3,1
C105049,32,Vancouver,6.3,0
C105050,35,Vancouver,2.0,0
C105051,49,Toronto,10.7,0
C105052,36,Vancouver,3.1,0
C105053,57,Halifax,3.6,0
C105054,26,Montreal,0.8,1
C105055,55,Ottawa,12.2,0
C105056,72,Montreal,5.5,0
C105057,41,Vancouver,18.7,1
C105058,28,Vancouver,0.2,0
C105059,50,Calgary,21.1,1
C105060,41,Halifax,1.1,1
C105061,46,Montreal,3.8,1
C105062,58,Calgary,10.4,0
C105063,35,Halifax,7.0,1
C105064,33,Ottawa,13.3,0
C105065,90,Toronto,9.8,0
C105066,50,Toronto,5.5,0
C105067,62,Halifax,1.0,0
C105068,57,Calgary,2.8,0
C105069,63,Halifax,16.2,0
C105070,47,Montreal,1.7,1
C105071,59,Ottawa,24.0,0
C105072,32,Ottawa,4.4,0
C105073,23,Ottawa,8.4,1
C105074,29,Calgary,0.2,0
C105075,39,Toronto,6.0,1
C105076,37,Calgary,11.3,0
C105077,41,Vancouver,3.2,0
C105078,31,Montreal,2.5,2
C105079,21,Toronto,3.8,0
C105080,35,Halifax,3.3,0
C105081,25,Toronto,17.6,0
C105082,40,Montreal,10.1,0
C105083,48,Vancouver,10.5,1
C105084,35,Halifax,4.7,0
C105085,27,Calgary,30.5,1
C105086,42,Montreal,10.4,0
C105087,90,Toronto,7.3,0
C105088,50,Montreal,3.1,1
C105089,51,Montreal,1.7,0
C105090,34,Ottawa,11.1,0
C105091,30,Montreal,4.6,1
C105092,63,Toronto,1.1,0
C105093,20,Ottawa,3.6,1
C105094,31,Toronto,0.7,0
C105095,79,Toronto,1.8,0
C105096,39,Montreal,2.4,0
C105097,24,Toronto,3.4,1
C105098,48,Toronto,14.9,0
C105099,35,Halifax,1.6,0
C105100,23,Ottawa,4.3,0
C105101,45,Ottawa,0.0,0
C105102,42,Calgary,5.6,0
C105103,41,Toronto,7.7,1
C105104,50,Ottawa,3.6,0
C105105,27,Montreal,2.3,0
C105106,46,Toronto,12.6,1
C105107,43,Montreal,4.6,1
C105108,62,Vancouver,0.4,0
C105109,31,Toronto,10.6,0
C105110,67,Toronto,1.1,1
C105111,56,Montreal,4.3,0
C105112,39,Montreal,2.3,1
C105113,41,Toronto,3.4,0
C105114,20,Vancouver,4.2,0
C105115,41,Toronto,7.8,0
C105116,54,Vancouver,7.3,1
C105117,37,Toronto,1.2,0
C105118,62,Montreal,2.7,0
C105119,49,Vancouver,7.7,1
C105120,90,Calgary,3.1,0
C105121,32,Toronto,6.7,2
C105122,52,Vancouver,1.1,0
C105123,25,Ottawa,16.7,1
C105124,38,Toronto,3.9,1
C105125,50,Vancouver,0.7,0
C105126,54,Montreal,1.6,0
C105127,35,Ottawa,9.4,0
