policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P505100,C105100,Collision,21,1793.25,2022
P505101,C105101,Liability,5,759.97,2024
P505102,C105102,Comprehensive,7,1398.15,2021
P505103,C105103,Collision,1,1628.39,2023
P505104,C105104,Collision,10,1072.98,2022
P505105,C105105,Comprehensive,6,2139.38,2024
P505106,C105106,Comprehensive,6,2111.82,2023
P505107,C105107,Comprehensive,20,2587.64,2022
P505108,C105108,Collision,7,1423.18,2021
P505109,C105109,Collision,5,1822.14,2023
P505110,C105110,Collision,6,1851.09,2021
P505111,C105111,Collision,4,1390.82,2021
P505112,C105112,Liability,3,1137.25,2021
P505113,C105113,Comprehensive,5,2099.38,2023
P505114,C105114,Liability,2,1332.35,2022
P505115,C105115,Comprehensive,4,1865.03,2022
P505116,C105116,Liability,1,974.41,2023
P505117,C105117,Liability,10,1083.93,2021
P505118,C105118,Liability,17,1146.92,2023
P505119,C105119,Collision,5,1464.57,2022
P505120,C105120,Liability,3,953.82,2023
P505121,C105121,Liability,6,1627.73,2023
P505122,C105122,Collision,10,1313.96,2023
P505123,C105123,Collision,3,1002.12,2023
P505124,C105124,Liability,8,1356.0,2021
P505125,C105125,Collision,2,1388.65,2024
P505126,C105126,Liability,6,1063.05,2024
P505127,C105127,Comprehensive,8,1218.13,2024
P505128,C105128,Comprehensive,1,1803.8,2021
P505129,C105129,Collision,9,839.07,2023
P505130,C105130,Liability,5,1020.85,2024
P505131,C105131,Liability,13,1018.45,2024
P505132,C105132,Comprehensive,6,1901.11,2022
P505133,C105133,Liability,9,1214.29,2024
P505134,C105134,Collision,16,1649.84,2023
P505135,C105135,Liability,5,850.91,2021
P505136,C105136,Comprehensive,1,1778.88,2024
P505137,C105137,Collision,3,1074.61,2022
P505138,C105138,Liability,5,747.41,2022
P505139,C105139,Liability,22,956.92,2024
P505140,C105140,Collision,13,1541.87,2024
P505141,C105141,Collision,3,1088.96,2022
P505142,C105142,Collision,4,970.61,2024
P505143,C105143,Collision,8,2051.18,2021
P505144,C105144,Collision,12,1562.47,2023
P505145,C105145,Liability,1,1138.89,2022
P505146,C105146,Collision,8,949.08,2023
P505147,C105147,Comprehensive,6,2370.91,2022
P505148,C105148,Liability,1,948.04,2023
P505149,C105149,Comprehensive,4,2362.33,2023
P505150,C105150,Comprehensive,3,1791.2,2023
P505151,C105151,Comprehensive,3,1984.2,2023
P505152,C105152,Liability,12,1161.56,2024
P505153,C105153,Comprehensive,7,1684.89,2024
P505154,C105154,Liability,4,618.63,2022
P505155,C105155,Collision,3,1553.04,2024
P505156,C105156,Collision,6,1893.77,2022
P505157,C105157,Liability,4,1028.02,2024
P505158,C105158,Collision,9,1667.24,2024
P505159,C105159,Comprehensive,5,1957.78,2021
P505160,C105160,Liability,1,1079.02,2024
P505161,C105161,Collision,2,848.55,2023
P505162,C105162,Comprehensive,3,1919.89,2022
P505163,C105163,Liability,5,1309.36,2021
P505164,C105164,Comprehensive,7,1311.73,2023
P505165,C105165,Comprehensive,7,2816.62,2023
P505166,C105166,Liability,14,1081.44,2024
P505167,C105167,Collision,0,1834.57,2022
P505168,C105168,Liability,0,1234.0,2023
P505169,C105169,Comprehensive,1,2180.64,2022
P505170,C105170,Liability,2,941.36,2021
P505171,C105171,Collision,9,1257.23,2023
P505172,C105172,Collision,6,2485.62,2024
P505173,C105173,Collision,1,1723.56,2021
P505174,C105174,Collision,3,1111.91,2024
P505175,C105175,Liability,3,1028.3,2022
P505176,C105176,Comprehensive,2,1087.66,2021
P505177,C105177,Comprehensive,4,2318.16,2023
P505178,C105178,Collision,3,1620.17,2022
P505179,C105179,Comprehensive,3,1680.42,2024
P505180,C105180,Liability,1,891.63,2023
P505181,C105181,Liability,7,1239.34,2022
P505182,C105182,Liability,5,1103.62,2024
P505183,C105183,Collision,3,1072.62,2022
P505184,C105184,Liability,2,1686.13,2024
P505185,C105185,Liability,4,911.35,2024
P505186,C105186,Collision,1,1503.76,2023
P505187,C105187,Collision,6,1445.51,2022
P505188,C105188,Collision,7,1218.86,2021
P505189,C105189,Comprehensive,5,1175.5,2024
P505190,C105190,Collision,14,1361.31,2023
P505191,C105191,Collision,7,1489.25,2023
P505192,C105192,Liability,8,1091.77,2023
P505193,C105193,Comprehensive,7,2230.91,2024
P505194,C105194,Collision,7,1299.53,2022
P505195,C105195,Liability,5,805.31,2023
P505196,C105196,Liability,8,1025.18,2024
P505197,C105197,Liability,5,999.1,2024
P505198,C105198,Collision,2,1522.31,2023
P505199,C105199,Liability,9,1599.3,2023
P505200,C105200,Comprehensive,6,3225.31,2022
P505201,C105201,Collision,2,1111.01,2022
P505202,C105202,Comprehensive,4,1428.87,2023
P505203,C105203,Liability,1,1349.08,2023
P505204,C105204,Collision,11,1556.6,2023
P505205,C105205,Comprehensive,6,1801.4,2024
P505206,C105206,Liability,2,981.86,2021
P505207,C105207,Comprehensive,4,1839.59,2023
P505208,C105208,Liability,2,1874.17,2023
P505209,C105209,Collision,3,963.89,2024
P505210,C105210,Comprehensive,7,2377.23,2022
P505211,C105211,Liability,9,971.1,2022
P505212,C105212,Liability,2,1258.59,2023
P505213,C105213,Liability,11,799.61,2023
P505214,C105214,Liability,10,1707.47,2022
P505215,C105215,Collision,4,915.07,2023
P505216,C105216,Comprehensive,3,1829.26,2021
P505217,C105217,Liability,8,657.63,2024
P505218,C105218,Collision,19,1563.09,2021
P505219,C105219,Comprehensive,5,1976.97,2022
P505220,C105220,Comprehensive,3,1139.9,2022
P505221,C105221,Comprehensive,3,2146.09,2021
P505222,C105222,Comprehensive,0,2358.85,2024
P505223,C105223,Liability,2,1077.56,2023
P505224,C105224,Liability,0,848.39,2023
P505225,C105225,Comprehensive,9,1853.58,2021
P505226,C105226,Liability,11,1089.06,2022
P505227,C105227,Liability,3,1017.3,2021
P505228,C105228,Comprehensive,4,2004.85,2021
P505229,C105229,Collision,2,1273.3,2022
P505230,C105230,Collision,3,1330.75,2022
P505231,C105231,Collision,5,1580.54,2023
P505232,C105232,Liability,6,1156.52,2022
P505233,C105233,Liability,14,1146.92,2024
P505234,C105234,Comprehensive,1,1342.01,2023
P505235,C105235,Liability,4,1315.83,2022
P505236,C105236,Collision,6,1453.65,2022
P505237,C105237,Liability,4,597.6,2023
P505238,C105238,Liability,7,1090.54,2024
P505239,C105239,Liability,9,739.63,2024
P505240,C105240,Liability,4,1669.85,2021
P505241,C105241,Collision,4,1668.15,2021
P505242,C105242,Liability,3,665.26,2024
P505243,C105243,Collision,7,1475.8,2022
P505244,C105244,Collision,2,1891.82,2023
P505245,C105245,Collision,9,1599.11,2024
P505246,C105246,Liability,3,1156.47,2021
P505247,C105247,Liability,6,966.36,2021
P505248,C105248,Liability,6,1160.0,2024
P505249,C105249,Liability,12,1209.3,2023
P505250,C105250,Collision,1,821.34,2022
P505251,C105251,Collision,9,1420.53,2024
P505252,C105252,Liability,2,1310.09,2023
P505253,C105253,Liability,9,702.62,2021
P505254,C105254,Collision,2,1513.52,2021
P505255,C105255,Liability,5,1254.32,2024
P505256,C105256,Collision,3,1500.37,2024
P505257,C105257,Comprehensive,9,1716.79,2022
P505258,C105258,Comprehensive,2,2241.13,2022
P505259,C105259,Collision,1,1091.75,2021
P505260,C105260,Collision,6,1399.43,2021
P505261,C105261,Comprehensive,2,1210.22,2022
P505262,C105262,Comprehensive,7,1723.41,2024
P505263,C105263,Collision,6,1392.25,2021
P505264,C105264,Collision,5,1240.94,2021
P505265,C105265,Comprehensive,5,1599.72,2024
P505266,C105266,Liability,7,1166.08,2021
P505267,C105267,Collision,4,1473.73,2021
P505268,C105268,Collision,3,1647.43,2023
P505269,C105269,Collision,4,879.47,2022
P505270,C105270,Liability,4,687.11,2022
P505271,C105271,Comprehensive,5,2076.72,2022
P505272,C105272,Liability,17,1539.9,2023
P505273,C105273,Collision,4,1715.13,2021
P505274,C105274,Comprehensive,12,1767.04,2024
P505275,C105275,Liability,9,1092.7,2022
P505276,C105276,Collision,2,1727.72,2024
P505277,C105277,Collision,2,1756.78,2024
P505278,C105278,Collision,6,1189.54,2021
P505279,C105279,Liability,9,806.58,2024
P505280,C105280,Comprehensive,5,2042.39,2021
P505281,C105281,Collision,6,1185.63,2021
P505282,C105282,Liability,5,1364.24,2021
P505283,C105283,Collision,13,1638.99,2024
P505284,C105284,Collision,9,1386.35,2022
P505285,C105285,Collision,3,1219.49,2022
P505286,C105286,Comprehensive,1,2691.29,2024
P505287,C105287,Collision,5,1447.52,2024
P505288,C105288,Liability,5,893.94,2024
P505289,C105289,Collision,22,1552.72,2024
P505290,C105290,Collision,5,1228.16,2021
P505291,C105291,Collision,5,1397.04,2022
P505292,C105292,Liability,4,1083.8,2022
P505293,C105293,Liability,4,975.95,2023
P505294,C105294,Comprehensive,9,1687.95,2024
P505295,C105295,Liability,8,1057.8,2024
P505296,C105296,Liability,4,1070.74,2023
P505297,C105297,Comprehensive,7,1750.75,2024
P505298,C105298,Collision,5,996.81,2024
P505299,C105299,Liability,6,1422.23,2022
P505300,C105300,Liability,2,1364.79,2023
P505301,C105301,Collision,8,2034.9,2024
P505302,C105302,Collision,4,1356.64,2022
P505303,C105303,Liability,11,1321.24,2022
P505304,C105304,Comprehensive,2,2529.08,2024
P505305,C105305,Liability,4,1530.24,2024
P505306,C105306,Liability,2,765.03,2024
P505307,C105307,Collision,9,1959.08,2023
P505308,C105308,Comprehensive,6,1976.3,2022
P505309,C105309,Collision,2,1109.43,2021
P505310,C105310,Liability,5,1151.05,2022
P505311,C105311,Collision,4,2046.54,2022
P505312,C105312,Liability,4,687.91,2021
P505313,C105313,Liability,5,1249.64,2024
P505314,C105314,Collision,15,1629.5,2023
P505315,C105315,Collision,16,1506.7,2021
P505316,C105316,Comprehensive,6,982.85,2021
P505317,C105317,Comprehensive,4,3905.07,2022
P505318,C105318,Collision,1,1317.48,2022
P505319,C105319,Comprehensive,6,1313.03,2024
P505320,C105320,Liability,16,1172.33,2021
P505321,C105321,Comprehensive,7,1807.34,2022
P505322,C105322,Liability,4,1199.58,2024
P505323,C105323,Collision,2,1686.4,2022
P505324,C105324,Liability,5,883.68,2022
P505325,C105325,Collision,15,1626.36,2023
P505326,C105326,Collision,4,1790.41,2024
P505327,C105327,Liability,10,1244.28,2024
P505328,C105328,Comprehensive,5,2140.31,2023
P505329,C105329,Comprehensive,1,1416.34,2021
P505330,C105330,Collision,1,1429.36,2021
P505331,C105331,Liability,8,873.99,2022
P505332,C105332,Comprehensive,5,1893.5,2024
P505333,C105333,Liability,10,1056.74,2024
P505334,C105334,Liability,5,1047.44,2024
P505335,C105335,Liability,10,1139.84,2023
P505336,C105336,Collision,7,1636.1,2023
P505337,C105337,Liability,2,1038.99,2022
P505338,C105338,Collision,4,993.41,2023
P505339,C105339,Collision,3,2032.7,2023
P505340,C105340,Comprehensive,2,1369.36,2021
P505341,C105341,Comprehensive,5,2515.05,2024
P505342,C105342,Comprehensive,10,1847.02,2023
P505343,C105343,Liability,3,1222.14,2022
P505344,C105344,Comprehensive,2,3215.65,2022
P505345,C105345,Collision,9,1217.68,2024
P505346,C105346,Liability,5,1606.46,2022
P505347,C105347,Collision,1,1237.2,2023
P505348,C105348,Collision,7,963.78,2022
P505349,C105349,Collision,7,1552.34,2023
P505350,C105350,Comprehensive,5,1954.57,2022
P505351,C105351,Collision,2,1240.02,2023
P505352,C105352,Liability,3,1310.87,2021
P505353,C105353,Comprehensive,4,1292.22,2021
P505354,C105354,Comprehensive,5,1968.85,2024
P505355,C105355,Collision,2,1521.57,2024
P505356,C105356,Collision,8,1720.19,2024
P505357,C105357,Comprehensive,16,3750.16,2023
P505358,C105358,Liability,2,985.46,2022
P505359,C105359,Collision,3,1450.8,2024
P505360,C105360,Comprehensive,3,2253.14,2024
P505361,C105361,Comprehensive,24,3384.35,2022
P505362,C105362,Liability,6,1645.29,2022
P505363,C105363,Comprehensive,10,2257.75,2023
P505364,C105364,Liability,7,1034.71,2022
P505365,C105365,Collision,2,1315.15,2023
P505366,C105366,Collision,2,1430.14,2024
P505367,C105367,Liability,3,935.03,2024
P505368,C105368,Liability,3,1328.67,2021
P505369,C105369,Collision,8,1194.25,2023
P505370,C105370,Liability,20,1325.8,2021
P505371,C105371,Collision,4,1309.1,2022
P505372,C105372,Comprehensive,5,1324.66,2022
P505373,C105373,Collision,5,2443.19,2024
P505374,C105374,Comprehensive,1,2030.01,2022
P505375,C105375,Comprehensive,12,1908.89,2023
P505376,C105376,Comprehensive,8,1928.8,2023
P505377,C105377,Collision,4,1637.03,2022
P505378,C105378,Liability,17,1152.18,2023
P505379,C105379,Collision,1,1480.18,2023
P505380,C105380,Comprehensive,9,1795.65,2022
P505381,C105381,Comprehensive,5,2015.69,2022
P505382,C105382,Collision,4,1390.62,2021
P505383,C105383,Comprehensive,3,2468.63,2021
P505384,C105384,Collision,4,2077.35,2022
P505385,C105385,Collision,4,2111.41,2024
P505386,C105386,Liability,7,893.4,2022
P505387,C105387,Collision,6,1133.89,2024
P505388,C105388,Collision,12,1757.56,2021
P505389,C105389,Liability,4,1161.88,2023
P505390,C105390,Liability,14,1331.23,2022
P505391,C105391,Collision,13,1026.2,2022
P505392,C105392,Collision,3,1278.14,2023
P505393,C105393,Comprehensive,3,1141.74,2022
P505394,C105394,Comprehensive,9,2029.54,2021
P505395,C105395,Collision,7,1591.33,2021
P505396,C105396,Collision,3,1698.37,2022
P505397,C105397,Liability,7,1232.86,2023
P505398,C105398,Collision,3,1831.59,2023
P505399,C105399,Comprehensive,6,2380.44,2024
P505400,C105400,Collision,5,1312.45,2022
P505401,C105401,Liability,4,829.2,2024
P505402,C105402,Collision,15,1990.4,2024
P505403,C105403,Comprehensive,15,2459.77,2024
P505404,C105404,Liability,4,845.28,2023
P505405,C105405,Comprehensive,13,1546.44,2021
P505406,C105406,Liability,3,870.27,2024
P505407,C105407,Collision,1,1650.73,2021
P505408,C105408,Collision,5,832.39,2022
P505409,C105409,Liability,4,1156.62,2022
P505410,C105410,Liability,2,1155.3,2022
P505411,C105411,Liability,3,1059.6,2021
P505412,C105412,Liability,13,1136.82,2024
P505413,C105413,Collision,6,977.39,2023
P505414,C105414,Liability,13,1369.99,2023
P505415,C105415,Liability,7,1277.6,2024
P505416,C105416,Collision,8,1852.37,2022
P505417,C105417,Collision,7,1206.98,2023
P505418,C105418,Collision,6,1617.32,2023
P505419,C105419,Collision,4,1881.84,2023
P505420,C105420,Comprehensive,8,2806.79,2023
P505421,C105421,Liability,8,1099.96,2021
P505422,C105422,Comprehensive,10,1601.28,2022
P505423,C105423,Collision,11,1993.92,2023
P505424,C105424,Comprehensive,14,1872.64,2021
P505425,C105425,Liability,7,1064.96,2021
P505426,C105426,Comprehensive,7,1826.01,2023
P505427,C105427,Comprehensive,6,2993.28,2021
P505428,C105428,Liability,14,1587.45,2023
P505429,C105429,Collision,7,1501.99,2022
P505430,C105430,Liability,7,1103.46,2021
P505431,C105431,Liability,7,1239.71,2024
P505432,C105432,Collision,7,1096.22,2024
P505433,C105433,Collision,6,1222.64,2022
P505434,C105434,Collision,4,1822.94,2022
P505435,C105435,Collision,3,1502.73,2022
P505436,C105436,Collision,2,1806.04,2021
P505437,C105437,Liability,5,1156.98,2023
P505438,C105438,Liability,2,698.15,2024
P505439,C105439,Collision,1,986.49,2024
P505440,C105440,Liability,10,718.96,2022
P505441,C105441,Comprehensive,4,1428.87,2022
P505442,C105442,Comprehensive,0,2088.08,2021
P505443,C105443,Comprehensive,11,1883.79,2023
P505444,C105444,Collision,2,805.17,2022
P505445,C105445,Liability,5,1227.33,2024
P505446,C105446,Liability,10,1133.3,2023
P505447,C105447,Collision,8,2102.94,2022
P505448,C105448,Comprehensive,2,1755.47,2022
P505449,C105449,Collision,2,1817.47,2021
P505450,C105450,Comprehensive,5,1935.45,2023
P505451,C105451,Comprehensive,2,1982.47,2024
P505452,C105452,Collision,7,1561.12,2023
P505453,C105453,Collision,6,1427.25,2023
P505454,C105454,Liability,15,1383.75,2022
P505455,C105455,Comprehensive,6,1169.49,2023
P505456,C105456,Collision,3,920.52,2024
P505457,C105457,Liability,3,843.33,2022
P505458,C105458,Comprehensive,3,2083.9,2023
P505459,C105459,Comprehensive,11,1830.19,2024
P505460,C105460,Comprehensive,5,2939.3,2023
P505461,C105461,Liability,5,964.61,2023
P505462,C105462,Comprehensive,6,1467.8,2024
P505463,C105463,Collision,2,1509.09,2022
P505464,C105464,Liability,7,1113.61,2021
P505465,C105465,Liability,5,681.77,2022
P505466,C105466,Liability,4,927.62,2021
P505467,C105467,Liability,14,804.82,2024
P505468,C105468,Collision,4,1409.34,2024
P505469,C105469,Comprehensive,5,1731.63,2024
P505470,C105470,Comprehensive,3,1566.04,2022
P505471,C105471,Liability,8,1471.77,2024
P505472,C105472,Collision,23,1861.15,2023
P505473,C105473,Liability,2,976.14,2021
P505474,C105474,Liability,5,1478.01,2021
P505475,C105475,Comprehensive,3,1680.95,2024
P505476,C105476,Comprehensive,10,2370.27,2024
P505477,C105477,Comprehensive,11,2225.16,2023
P505478,C105478,Collision,4,2507.39,2022
P505479,C105479,Comprehensive,6,2963.0,2024
P505480,C105480,Collision,5,1541.29,2024
P505481,C105481,Comprehensive,4,2342.17,2023
P505482,C105482,Liability,9,571.93,2024
P505483,C105483,Liability,3,977.99,2021
P505484,C105484,Comprehensive,7,1959.7,2024
P505485,C105485,Collision,2,1289.28,2024
P505486,C105486,Comprehensive,19,1810.47,2023
P505487,C105487,Liability,5,962.92,2024
P505488,C105488,Comprehensive,4,2099.72,2021
P505489,C105489,Comprehensive,4,2236.11,2021
P505490,C105490,Liability,5,860.7,2024
P505491,C105491,Collision,5,1849.43,2024
P505492,C105492,Comprehensive,2,1444.73,2022
P505493,C105493,Liability,11,1247.93,2024
P505494,C105494,Collision,4,1045.03,2021
P505495,C105495,Liability,16,1683.94,2022
P505496,C105496,Liability,7,1038.78,2021
P505497,C105497,Liability,3,1066.4,2024
P505498,C105498,Liability,8,1020.65,2024
P505499,C105499,Liability,5,639.41,2021
P505500,C105500,Comprehensive,17,2023.38,2024
P505501,C105501,Liability,7,1021.8,2021
P505502,C105502,Liability,10,924.92,2024
P505503,C105503,Comprehensive,8,1332.81,2024
P505504,C105504,Comprehensive,3,1882.72,2024
P505505,C105505,Collision,16,1050.32,2021
P505506,C105506,Collision,2,1433.16,2022
P505507,C105507,Collision,5,1394.04,2023
P505508,C105508,Comprehensive,7,1328.68,2022
P505509,C105509,Comprehensive,1,2026.95,2022
P505510,C105510,Liability,3,1192.37,2023
P505511,C105511,Collision,6,1629.44,2021
P505512,C105512,Comprehensive,6,1274.49,2023
P505513,C105513,Comprehensive,18,1498.64,2021
P505514,C105514,Liability,11,1082.12,2022
P505515,C105515,Comprehensive,4,1310.83,2023
P505516,C105516,Comprehensive,1,1996.49,2023
P505517,C105517,Collision,1,1903.18,2022
P505518,C105518,Collision,5,1457.18,2022
P505519,C105519,Collision,9,1217.15,2024
P505520,C105520,Comprehensive,3,1549.69,2023
P505521,C105521,Collision,18,1084.91,2022
P505522,C105522,Comprehensive,5,1914.33,2023
P505523,C105523,Comprehensive,5,1284.55,2021
P505524,C105524,Comprehensive,19,3105.51,2022
P505525,C105525,Liability,17,1144.84,2024
P505526,C105526,Collision,11,1075.05,2024
P505527,C105527,Liability,4,923.2,2021
P505528,C105528,Liability,18,1183.31,2023
P505529,C105529,Collision,12,1048.69,2021
P505530,C105530,Collision,5,1573.04,2024
P505531,C105531,Liability,15,1351.04,2024
P505532,C105532,Collision,4,2166.01,2024
P505533,C105533,Liability,2,1145.46,2021
P505534,C105534,Comprehensive,4,1868.3,2021
P505535,C105535,Collision,2,1725.2,2022
P505536,C105536,Liability,6,810.37,2022
P505537,C105537,Comprehensive,5,1747.75,2022
P505538,C105538,Liability,3,1091.51,2021
P505539,C105539,Liability,12,635.59,2024
P505540,C105540,Collision,7,1514.16,2023
P505541,C105541,Liability,4,765.26,2022
P505542,C105542,Comprehensive,5,2304.89,2023
P505543,C105543,Comprehensive,9,1628.85,2022
P505544,C105544,Comprehensive,11,1287.69,2023
P505545,C105545,Collision,6,1229.48,2022
P505546,C105546,Liability,3,1387.16,2022
P505547,C105547,Collision,5,1627.74,2021
P505548,C105548,Liability,9,1028.33,2022
P505549,C105549,Comprehensive,13,1554.84,2023
P505550,C105550,Liability,4,1365.95,2022
P505551,C105551,Liability,3,1140.8,2024
P505552,C105552,Comprehensive,10,2716.57,2021
P505553,C105553,Collision,13,1838.73,2022
P505554,C105554,Comprehensive,6,1723.52,2023
P505555,C105555,Comprehensive,3,2188.43,2022
P505556,C105556,Collision,4,1418.29,2023
P505557,C105557,Comprehensive,6,2287.98,2023
P505558,C105558,Comprehensive,4,2213.63,2024
P505559,C105559,Comprehensive,2,1739.05,2023
P505560,C105560,Comprehensive,4,2010.4,2023
P505561,C105561,Collision,4,1222.57,2024
P505562,C105562,Liability,4,1195.13,2022
P505563,C105563,Comprehensive,1,1888.4,2022
P505564,C105564,Collision,25,3064.41,2024
P505565,C105565,Comprehensive,4,2022.08,2023
P505566,C105566,Collision,2,1003.09,2021
P505567,C105567,Collision,5,938.7,2024
P505568,C105568,Comprehensive,12,2873.18,2022
P505569,C105569,Collision,12,1508.84,2023
P505570,C105570,Liability,10,1089.38,2022
P505571,C105571,Comprehensive,15,1978.27,2023
P505572,C105572,Liability,3,1108.42,2023
P505573,C105573,Comprehensive,2,1042.29,2021
P505574,C105574,Comprehensive,9,2409.01,2022
P505575,C105575,Collision,4,1035.99,2022
P505576,C105576,Collision,10,1864.19,2023
P505577,C105577,Liability,11,957.66,2024
P505578,C105578,Comprehensive,7,1991.18,2024
P505579,C105579,Collision,5,2276.76,2024
P505580,C105580,Liability,14,806.12,2023
P505581,C105581,Comprehensive,6,1571.57,2021
P505582,C105582,Collision,4,1346.63,2022
P505583,C105583,Comprehensive,5,1480.94,2023
P505584,C105584,Collision,6,1495.52,2022
P505585,C105585,Comprehensive,1,1934.05,2023
P505586,C105586,Collision,16,2385.0,2024
P505587,C105587,Collision,3,1773.16,2021
P505588,C105588,Liability,1,914.71,2021
P505589,C105589,Comprehensive,6,1972.0,2024
P505590,C105590,Collision,7,1464.87,2023
P505591,C105591,Comprehensive,3,1545.39,2022
P505592,C105592,Comprehensive,4,2076.14,2021
P505593,C105593,Comprehensive,6,1541.08,2022
P505594,C105594,Collision,6,1432.65,2024
P505595,C105595,Comprehensive,10,1951.42,2024
P505596,C105596,Comprehensive,6,2988.17,2022
P505597,C105597,Comprehensive,1,2096.26,2024
P505598,C105598,Comprehensive,5,1449.59,2021
P505599,C105599,Liability,8,1188.99,2024
P505600,C105600,Collision,4,1802.6,2024
P505601,C105601,Liability,5,1261.74,2022
P505602,C105602,Comprehensive,9,1681.81,2023
P505603,C105603,Collision,6,1582.01,2024
P505604,C105604,Comprehensive,8,2494.08,2023
P505605,C105605,Liability,7,792.66,2023
P505606,C105606,Collision,5,1474.59,2021
P505607,C105607,Liability,20,1502.2,2021
P505608,C105608,Collision,3,1610.0,2022
P505609,C105609,Collision,2,1973.77,2021
P505610,C105610,Collision,6,929.17,2021
P505611,C105611,Collision,5,1534.1,2024
P505612,C105612,Comprehensive,6,3039.19,2021
P505613,C105613,Liability,11,1151.13,2024
P505614,C105614,Collision,3,1422.99,2024
P505615,C105615,Collision,1,1323.92,2022
P505616,C105616,Liability,25,1519.59,2022
P505617,C105617,Comprehensive,5,2073.07,2024
P505618,C105618,Comprehensive,8,2099.46,2024
P505619,C105619,Liability,5,1267.31,2021
P505620,C105620,Liability,4,882.47,2022
P505621,C105621,Comprehensive,5,1514.11,2024
P505622,C105622,Comprehensive,8,1822.19,2021
P505623,C105623,Collision,10,1553.67,2022
P505624,C105624,Comprehensive,14,1429.77,2021
P505625,C105625,Liability,9,641.49,2024
P505626,C105626,Liability,5,1032.74,2022
P505627,C105627,Liability,19,1653.54,2023
P505628,C105628,Collision,8,1525.93,2023
P505629,C105629,Collision,9,1362.8,2024
P505630,C105630,Collision,14,1731.38,2021
P505631,C105631,Liability,6,1061.95,2023
P505632,C105632,Liability,13,1074.2,2024
P505633,C105633,Collision,1,1073.84,2023
P505634,C105634,Collision,5,1746.01,2024
P505635,C105635,Collision,15,1718.23,2022
P505636,C105636,Collision,12,1443.88,2023
P505637,C105637,Collision,7,1362.69,2024
P505638,C105638,Comprehensive,2,2007.12,2022
P505639,C105639,Comprehensive,1,3180.29,2022
P505640,C105640,Collision,5,2489.29,2021
P505641,C105641,Comprehensive,5,1511.85,2024
P505642,C105642,Collision,10,1937.61,2021
P505643,C105643,Collision,6,1831.62,2021
P505644,C105644,Comprehensive,11,1594.16,2022
P505645,C105645,Comprehensive,7,1915.62,2024
P505646,C105646,Liability,3,1082.72,2023
P505647,C105647,Liability,8,1066.29,2022
P505648,C105648,Comprehensive,6,1464.29,2024
P505649,C105649,Collision,5,1551.63,2022
P505650,C105650,Comprehensive,6,2208.41,2021
P505651,C105651,Collision,7,1688.37,2022
P505652,C105652,Comprehensive,6,1057.62,2023
P505653,C105653,Liability,2,1057.49,2024
P505654,C105654,Comprehensive,2,2403.35,2023
P505655,C105655,Comprehensive,4,2392.7,2023
P505656,C105656,Comprehensive,13,2642.89,2023
P505657,C105657,Liability,7,1118.14,2021
P505658,C105658,Collision,6,2235.49,2024
P505659,C105659,Liability,19,717.58,2023
P505660,C105660,Comprehensive,7,3266.04,2023
P505661,C105661,Liability,6,644.3,2023
P505662,C105662,Collision,4,2453.02,2021
P505663,C105663,Liability,4,630.02,2023
P505664,C105664,Comprehensive,1,1989.09,2021
P505665,C105665,Comprehensive,6,1796.42,2023
P505666,C105666,Liability,2,720.86,2024
P505667,C105667,Collision,3,1552.46,2021
P505668,C105668,Liability,2,705.25,2022
P505669,C105669,Comprehensive,18,1700.7,2023
P505670,C105670,Comprehensive,7,1446.83,2023
P505671,C105671,Liability,13,820.42,2021
P505672,C105672,Collision,10,1818.91,2022
P505673,C105673,Collision,5,1976.84,2021
P505674,C105674,Comprehensive,3,2851.19,2024
P505675,C105675,Comprehensive,5,1811.86,2024
P505676,C105676,Collision,3,1587.89,2023
P505677,C105677,Collision,1,1493.4,2024
P505678,C105678,Liability,1,713.87,2021
P505679,C105679,Collision,9,1782.81,2023
P505680,C105680,Comprehensive,2,2597.27,2021
P505681,C105681,Comprehensive,3,990.74,2022
P505682,C105682,Collision,5,1745.65,2021
P505683,C105683,Liability,2,886.39,2021
P505684,C105684,Collision,8,1439.41,2022
P505685,C105685,Collision,11,1529.27,2023
P505686,C105686,Comprehensive,2,1892.31,2023
P505687,C105687,Collision,2,1960.03,2024
P505688,C105688,Collision,4,1172.46,2024
P505689,C105689,Collision,9,1543.88,2021
P505690,C105690,Collision,9,1714.24,2021
P505691,C105691,Collision,1,1732.15,2024
P505692,C105692,Collision,7,1456.54,2023
P505693,C105693,Collision,5,1498.04,2024
P505694,C105694,Comprehensive,12,2326.18,2021
P505695,C105695,Liability,3,640.48,2024
P505696,C105696,Liability,2,810.9,2023
P505697,C105697,Liability,9,1434.26,2023
P505698,C105698,Comprehensive,1,2374.12,2022
P505699,C105699,Collision,6,1565.6,2023
P505700,C105700,Collision,5,2228.01,2023
P505701,C105701,Liability,4,1053.88,2022
P505702,C105702,Comprehensive,4,2410.48,2024
P505703,C105703,Collision,6,2438.89,2024
P505704,C105704,Liability,1,962.13,2023
P505705,C105705,Collision,3,1400.66,2023
P505706,C105706,Collision,1,1738.5,2024
P505707,C105707,Comprehensive,0,1215.45,2022
P505708,C105708,Comprehensive,1,1688.17,2023
P505709,C105709,Comprehensive,5,1412.49,2022
P505710,C105710,Collision,8,2245.4,2022
P505711,C105711,Comprehensive,11,2726.75,2024
P505712,C105712,Liability,10,746.75,2022
